# JPY=X | Yahoo (browser) | fetched 2026-08-09
date,value
2016-11-09,105.02999877929688
2016-11-10,105.85299682617188
2016-11-11,106.85600280761719
2016-11-14,106.87100219726562
2016-11-15,108.2020034790039
2016-11-16,109.03800201416016
2016-11-17,108.78500366210938
2016-11-18,110.25599670410156
2016-11-21,110.9729995727539
2016-11-22,110.6500015258789
2016-11-23,111.00599670410156
2016-11-24,112.58200073242188
2016-11-25,113.29199981689453
2016-11-28,112.6520004272461
2016-11-29,111.69000244140625
2016-11-30,112.47000122070312
2016-12-01,114.69400024414062
2016-12-02,113.90899658203125
2016-12-05,113.50499725341797
2016-12-06,113.86299896240234
2016-12-07,114.052001953125
2016-12-08,113.71299743652344
2016-12-09,114.07499694824219
2016-12-12,115.41200256347656
2016-12-13,115.00199890136719
2016-12-14,115.2239990234375
2016-12-15,117.21099853515625
2016-12-16,118.24099731445312
2016-12-19,117.79100036621094
2016-12-20,117.03700256347656
2016-12-21,117.875
2016-12-22,117.60399627685547
2016-12-23,117.54199981689453
2016-12-26,117.30999755859375
2016-12-27,117.19200134277344
2016-12-28,117.4800033569336
2016-12-29,117.08699798583984
2016-12-30,116.26699829101562
2017-01-02,116.79499816894531
2017-01-03,117.49500274658203
2017-01-04,117.65899658203125
2017-01-05,117.11299896240234
2017-01-06,115.26499938964844
2017-01-09,117.1500015258789
2017-01-10,115.98500061035156
2017-01-11,115.87200164794922
2017-01-12,115.0979995727539
2017-01-13,114.66400146484375
2017-01-16,114.22699737548828
2017-01-17,114.1520004272461
2017-01-18,112.87799835205078
2017-01-19,114.76200103759766
2017-01-20,114.9800033569336
2017-01-23,113.80999755859375
2017-01-24,112.77999877929688
2017-01-25,113.83999633789062
2017-01-26,113.29299926757812
2017-01-27,114.45500183105469
2017-01-30,114.66799926757812
2017-01-31,113.6500015258789
2017-02-01,112.74299621582031
2017-02-02,113.31099700927734
2017-02-03,112.78900146484375
2017-02-06,112.63899993896484
2017-02-07,111.8270034790039
2017-02-08,112.38700103759766
2017-02-09,111.9520034790039
2017-02-10,113.43399810791016
2017-02-13,113.91400146484375
2017-02-14,113.70500183105469
2017-02-15,114.3010025024414
2017-02-16,114.11199951171875
2017-02-17,113.30500030517578
2017-02-20,112.91100311279297
2017-02-21,113.27999877929688
2017-02-22,113.66899871826172
2017-02-23,113.41699981689453
2017-02-24,112.68199920654297
2017-02-27,112.18800354003906
2017-02-28,112.74500274658203
2017-03-01,113.0770034790039
2017-03-02,114.12100219726562
2017-03-03,114.34200286865234
2017-03-06,113.84700012207031
2017-03-07,113.91699981689453
2017-03-08,113.9260025024414
2017-03-09,114.41100311279297
2017-03-10,115.14900207519531
2017-03-13,114.73200225830078
2017-03-14,114.91500091552734
2017-03-15,114.65899658203125
2017-03-16,113.4020004272461
2017-03-17,113.33999633789062
2017-03-20,112.67400360107422
2017-03-21,112.572998046875
2017-03-22,111.53199768066406
2017-03-23,111.36900329589844
2017-03-24,111.00399780273438
2017-03-26,110.552001953125
2017-03-27,110.77100372314453
2017-03-28,111.22599792480469
2017-03-29,111.15399932861328
2017-03-30,111.7760009765625
2017-04-02,111.26499938964844
2017-04-03,110.70899963378906
2017-04-04,110.85399627685547
2017-04-05,110.38099670410156
2017-04-06,110.89700317382812
2017-04-09,111.2249984741211
2017-04-10,110.71700286865234
2017-04-11,109.58699798583984
2017-04-12,108.9020004272461
2017-04-13,109.10099792480469
2017-04-16,108.322998046875
2017-04-17,109.11199951171875
2017-04-18,108.53500366210938
2017-04-19,108.83399963378906
2017-04-20,109.375
2017-04-23,109.97799682617188
2017-04-24,109.64099884033203
2017-04-25,111.0459976196289
2017-04-26,111.19100189208984
2017-04-27,111.22599792480469
2017-04-30,111.302001953125
2017-05-01,111.81199645996094
2017-05-02,111.96900177001953
2017-05-03,112.78299713134766
2017-05-04,112.53700256347656
2017-05-07,112.68399810791016
2017-05-08,113.2300033569336
2017-05-09,113.697998046875
2017-05-10,114.3280029296875
2017-05-11,113.80899810791016
2017-05-14,113.27100372314453
2017-05-15,113.64199829101562
2017-05-16,112.64600372314453
2017-05-17,111.1259994506836
2017-05-18,111.4010009765625
2017-05-21,111.28399658203125
2017-05-22,110.89099884033203
2017-05-23,111.95700073242188
2017-05-24,111.52400207519531
2017-05-25,111.7300033569336
2017-05-28,111.25599670410156
2017-05-29,111.17400360107422
2017-05-30,110.83899688720703
2017-05-31,110.7959976196289
2017-06-01,111.43699645996094
2017-06-04,110.46299743652344
2017-06-05,110.38099670410156
2017-06-06,109.50900268554688
2017-06-07,109.9000015258789
2017-06-08,109.85900115966797
2017-06-11,110.28800201416016
2017-06-12,109.9209976196289
2017-06-13,110.05500030517578
2017-06-14,109.44599914550781
2017-06-15,110.9520034790039
2017-06-18,110.9540023803711
2017-06-19,111.6729965209961
2017-06-20,111.33399963378906
2017-06-21,111.30999755859375
2017-06-22,111.29000091552734
2017-06-25,111.23899841308594
2017-06-26,111.85800170898438
2017-06-27,112.18800354003906
2017-06-28,112.35399627685547
2017-06-29,112.00900268554688
2017-07-02,112.26200103759766
2017-07-03,113.38600158691406
2017-07-04,112.96199798583984
2017-07-05,113.18699645996094
2017-07-06,113.14900207519531
2017-07-09,113.98500061035156
2017-07-11,113.74800109863281
2017-07-12,113.33499908447266
2017-07-13,113.41799926757812
2017-07-16,112.39700317382812
2017-07-17,112.58100128173828
2017-07-18,111.99500274658203
2017-07-19,111.87699890136719
2017-07-20,111.88500213623047
2017-07-23,110.94499969482422
2017-07-24,111.23200225830078
2017-07-25,112.00299835205078
2017-07-26,111.12799835205078
2017-07-27,111.09700012207031
2017-07-30,110.51000213623047
2017-07-31,110.35900115966797
2017-08-01,110.43199920654297
2017-08-02,110.75700378417969
2017-08-03,109.9000015258789
2017-08-06,110.78600311279297
2017-08-07,110.75
2017-08-08,110.10199737548828
2017-08-09,110.04900360107422
2017-08-10,109.10600280761719
2017-08-13,109.2300033569336
2017-08-14,109.93199920654297
2017-08-15,110.59600067138672
2017-08-16,109.9990005493164
2017-08-17,109.3280029296875
2017-08-20,109.31999969482422
2017-08-21,108.94400024414062
2017-08-22,109.73100280761719
2017-08-23,108.91000366210938
2017-08-24,109.51399993896484
2017-08-27,109.34600067138672
2017-08-28,108.73699951171875
2017-08-29,109.79000091552734
2017-08-30,110.45999908447266
2017-08-31,110.12899780273438
2017-09-03,109.79499816894531
2017-09-04,109.80999755859375
2017-09-05,108.60199737548828
2017-09-06,109.13400268554688
2017-09-07,108.2699966430664
2017-09-10,108.23100280761719
2017-09-11,109.3949966430664
2017-09-12,110.22599792480469
2017-09-13,110.51499938964844
2017-09-14,109.91899871826172
2017-09-17,111.1969985961914
2017-09-18,111.49600219726562
2017-09-19,111.5780029296875
2017-09-20,112.5459976196289
2017-09-21,112.4520034790039
2017-09-24,112.44400024414062
2017-09-25,111.76100158691406
2017-09-26,112.37699890136719
2017-09-27,112.86000061035156
2017-09-28,112.46700286865234
2017-10-01,112.63800048828125
2017-10-02,112.7699966430664
2017-10-03,112.8479995727539
2017-10-04,112.822998046875
2017-10-05,112.77400207519531
2017-10-08,112.5510025024414
2017-10-09,112.65799713134766
2017-10-10,112.34500122070312
2017-10-11,112.43399810791016
2017-10-12,112.23899841308594
2017-10-15,111.88200378417969
2017-10-16,112.19499969482422
2017-10-17,112.21299743652344
2017-10-18,113.01300048828125
2017-10-19,112.68000030517578
2017-10-22,114.0479965209961
2017-10-23,113.33999633789062
2017-10-24,113.94599914550781
2017-10-25,113.55799865722656
2017-10-26,114.1240005493164
2017-10-30,113.73899841308594
2017-10-31,112.99600219726562
2017-11-01,113.6500015258789
2017-11-02,114.1520004272461
2017-11-03,114.01599884033203
2017-11-06,114.1780014038086
2017-11-07,113.77100372314453
2017-11-08,113.76100158691406
2017-11-09,113.927001953125
2017-11-10,113.375
2017-11-13,113.68599700927734
2017-11-14,113.58499908447266
2017-11-15,113.4020004272461
2017-11-17,113.02799987792969
2017-11-20,112.03800201416016
2017-11-21,112.5510025024414
2017-11-22,112.34100341796875
2017-11-23,111.31300354003906
2017-11-24,111.25399780273438
2017-11-27,111.6709976196289
2017-11-28,111.16999816894531
2017-11-29,111.64800262451172
2017-11-30,112.00199890136719
2017-12-01,112.55599975585938
2017-12-04,112.86399841308594
2017-12-05,112.4990005493164
2017-12-06,112.46399688720703
2017-12-07,112.29100036621094
2017-12-08,113.1729965209961
2017-12-11,113.54299926757812
2017-12-12,113.54000091552734
2017-12-13,113.54499816894531
2017-12-14,112.78199768066406
2017-12-15,112.39600372314453
2017-12-18,112.71600341796875
2017-12-19,112.56800079345703
2017-12-20,112.98300170898438
2017-12-21,113.24099731445312
2017-12-22,113.322998046875
2017-12-25,113.30799865722656
2017-12-26,113.3030014038086
2017-12-27,113.2030029296875
2017-12-28,113.21700286865234
2017-12-29,112.875
2018-01-01,112.66600036621094
2018-01-02,112.7699966430664
2018-01-03,112.24400329589844
2018-01-04,112.60700225830078
2018-01-05,112.78299713134766
2018-01-08,113.15399932861328
2018-01-09,113.14099884033203
2018-01-10,112.75499725341797
2018-01-11,111.44400024414062
2018-01-12,111.29399871826172
2018-01-15,111.0999984741211
2018-01-16,110.58100128173828
2018-01-17,110.38800048828125
2018-01-18,111.3759994506836
2018-01-19,111.0260009765625
2018-01-22,110.68399810791016
2018-01-23,110.96600341796875
2018-01-24,110.10700225830078
2018-01-25,109.32599639892578
2018-01-26,109.7040023803711
2018-01-29,108.63899993896484
2018-01-30,108.9260025024414
2018-01-31,108.73200225830078
2018-02-01,109.20099639892578
2018-02-02,109.40599822998047
2018-02-05,110.03500366210938
2018-02-06,109.09500122070312
2018-02-07,109.62699890136719
2018-02-08,109.19599914550781
2018-02-09,108.52899932861328
2018-02-12,108.80000305175781
2018-02-13,108.69000244140625
2018-02-14,107.76399993896484
2018-02-15,106.58699798583984
2018-02-16,106.11100006103516
2018-02-19,106.26100158691406
2018-02-20,106.70899963378906
2018-02-21,107.38099670410156
2018-02-22,107.55500030517578
2018-02-23,106.81400299072266
2018-02-26,107.0739974975586
2018-02-27,107.06900024414062
2018-02-28,107.4260025024414
2018-03-01,106.63999938964844
2018-03-02,106.16300201416016
2018-03-05,105.55599975585938
2018-03-06,106.25
2018-03-07,105.53700256347656
2018-03-08,106.18599700927734
2018-03-09,106.40599822998047
2018-03-12,106.89099884033203
2018-03-13,106.26000213623047
2018-03-14,106.50800323486328
2018-03-15,106.15499877929688
2018-03-16,106.30899810791016
2018-03-19,105.96900177001953
2018-03-20,105.99600219726562
2018-03-21,106.46900177001953
2018-03-22,105.92900085449219
2018-03-23,104.96800231933594
2018-03-25,104.85900115966797
2018-03-26,105.5
2018-03-27,105.49299621582031
2018-03-28,106.81199645996094
2018-03-29,106.47899627685547
2018-04-01,106.31199645996094
2018-04-02,105.79900360107422
2018-04-03,106.43599700927734
2018-04-04,106.77400207519531
2018-04-05,107.052001953125
2018-04-08,106.96800231933594
2018-04-09,106.7490005493164
2018-04-10,107.11299896240234
2018-04-11,106.8290023803711
2018-04-12,107.22200012207031
2018-04-15,107.49800109863281
2018-04-16,107.0459976196289
2018-04-17,107.01599884033203
2018-04-18,107.34600067138672
2018-04-19,107.43199920654297
2018-04-22,107.86900329589844
2018-04-23,108.76100158691406
2018-04-24,108.8030014038086
2018-04-25,109.36399841308594
2018-04-26,109.30000305175781
2018-04-29,109.0979995727539
2018-04-30,109.322998046875
2018-05-01,109.87200164794922
2018-05-02,109.8270034790039
2018-05-03,109.09600067138672
2018-05-06,109.14600372314453
2018-05-07,108.94300079345703
2018-05-08,109.02400207519531
2018-05-09,109.84700012207031
2018-05-10,109.43599700927734
2018-05-13,109.33799743652344
2018-05-14,109.73100280761719
2018-05-15,110.2969970703125
2018-05-16,110.35900115966797
2018-05-17,110.8280029296875
2018-05-20,110.87999725341797
2018-05-21,110.97799682617188
2018-05-22,110.72599792480469
2018-05-23,109.86900329589844
2018-05-24,109.31199645996094
2018-05-27,109.62300109863281
2018-05-28,109.38899993896484
2018-05-29,108.39399719238281
2018-05-30,108.71199798583984
2018-05-31,108.7490005493164
2018-06-03,109.5979995727539
2018-06-04,109.96299743652344
2018-06-05,109.85900115966797
2018-06-06,110.125
2018-06-07,109.69400024414062
2018-06-10,109.44300079345703
2018-06-11,110.38600158691406
2018-06-12,110.4520034790039
2018-06-13,110.24199676513672
2018-06-14,110.6449966430664
2018-06-17,110.61699676513672
2018-06-18,110.13800048828125
2018-06-19,110.07099914550781
2018-06-20,110.35199737548828
2018-06-21,109.9520034790039
2018-06-24,109.93699645996094
2018-06-25,109.64299774169922
2018-06-26,110.09700012207031
2018-06-27,110.21499633789062
2018-06-28,110.48600006103516
2018-07-01,110.70999908447266
2018-07-02,110.87100219726562
2018-07-03,110.40799713134766
2018-07-04,110.50199890136719
2018-07-05,110.5790023803711
2018-07-08,110.4219970703125
2018-07-09,110.9530029296875
2018-07-10,110.83100128173828
2018-07-11,111.95800018310547
2018-07-12,112.66500091552734
2018-07-15,112.39900207519531
2018-07-16,112.3740005493164
2018-07-17,113.01200103759766
2018-07-18,112.79100036621094
2018-07-19,112.36299896240234
2018-07-22,111.0530014038086
2018-07-23,111.45999908447266
2018-07-24,111.24099731445312
2018-07-25,110.84500122070312
2018-07-26,111.14600372314453
2018-07-29,110.93399810791016
2018-07-30,110.99400329589844
2018-07-31,111.80799865722656
2018-08-01,111.62000274658203
2018-08-02,111.69000244140625
2018-08-05,111.23400115966797
2018-08-06,111.33999633789062
2018-08-07,111.34500122070312
2018-08-08,110.89199829101562
2018-08-09,111.09100341796875
2018-08-12,110.62899780273438
2018-08-13,110.66100311279297
2018-08-14,111.24600219726562
2018-08-15,110.57599639892578
2018-08-16,111.00399780273438
2018-08-19,110.4749984741211
2018-08-20,109.947998046875
2018-08-21,110.13400268554688
2018-08-22,110.58799743652344
2018-08-23,111.36699676513672
2018-08-26,111.28199768066406
2018-08-27,111.13700103759766
2018-08-28,111.16200256347656
2018-08-29,111.71199798583984
2018-08-30,110.9990005493164
2018-09-02,111.14399719238281
2018-09-03,111.08799743652344
2018-09-04,111.46099853515625
2018-09-05,111.4489974975586
2018-09-06,110.49500274658203
2018-09-09,110.91999816894531
2018-09-10,111.14800262451172
2018-09-11,111.60700225830078
2018-09-12,111.22000122070312
2018-09-13,112.01200103759766
2018-09-16,111.9530029296875
2018-09-17,111.69000244140625
2018-09-18,112.2770004272461
2018-09-19,112.31700134277344
2018-09-20,112.49500274658203
2018-09-23,112.52400207519531
2018-09-24,112.78600311279297
2018-09-25,112.96900177001953
2018-09-26,112.7040023803711
2018-09-27,113.35700225830078
2018-09-30,113.7959976196289
2018-10-01,113.94599914550781
2018-10-02,113.5770034790039
2018-10-03,114.48600006103516
2018-10-04,113.89399719238281
2018-10-07,113.71499633789062
2018-10-08,113.09700012207031
2018-10-09,112.99800109863281
2018-10-10,112.09200286865234
2018-10-11,112.08000183105469
2018-10-14,112.19200134277344
2018-10-15,111.84100341796875
2018-10-16,112.34200286865234
2018-10-17,112.62799835205078
2018-10-18,112.18499755859375
2018-10-21,112.4800033569336
2018-10-22,112.75700378417969
2018-10-23,112.44400024414062
2018-10-24,112.01200103759766
2018-10-25,112.3499984741211
2018-10-29,111.90799713134766
2018-10-30,112.3239974975586
2018-10-31,113.052001953125
2018-11-01,112.85099792480469
2018-11-02,112.71499633789062
2018-11-05,113.13899993896484
2018-11-06,113.24600219726562
2018-11-07,113.36299896240234
2018-11-08,113.5469970703125
2018-11-09,113.9530029296875
2018-11-12,113.84600067138672
2018-11-13,113.69599914550781
2018-11-14,113.78900146484375
2018-11-15,113.56400299072266
2018-11-16,113.55500030517578
2018-11-19,112.7300033569336
2018-11-20,112.44300079345703
2018-11-21,112.7030029296875
2018-11-22,113.02100372314453
2018-11-23,112.97799682617188
2018-11-26,112.91899871826172
2018-11-27,113.50399780273438
2018-11-28,113.76699829101562
2018-11-29,113.55500030517578
2018-11-30,113.41100311279297
2018-12-03,113.76300048828125
2018-12-04,113.58699798583984
2018-12-05,112.6989974975586
2018-12-06,113.0510025024414
2018-12-07,112.68900299072266
2018-12-10,112.50199890136719
2018-12-11,113.18099975585938
2018-12-12,113.38400268554688
2018-12-13,113.28500366210938
2018-12-14,113.55999755859375
2018-12-17,113.38999938964844
2018-12-18,112.8290023803711
2018-12-19,112.52400207519531
2018-12-20,112.41000366210938
2018-12-21,111.1709976196289
2018-12-24,111.05400085449219
2018-12-25,110.31099700927734
2018-12-26,110.4020004272461
2018-12-27,111.20600128173828
2018-12-28,110.8550033569336
2018-12-31,110.33000183105469
2019-01-01,109.62999725341797
2019-01-02,109.66799926757812
2019-01-03,107.44100189208984
2019-01-04,107.80799865722656
2019-01-07,108.52200317382812
2019-01-08,108.61599731445312
2019-01-09,108.7760009765625
2019-01-10,108.18900299072266
2019-01-11,108.2979965209961
2019-01-14,108.45800018310547
2019-01-15,108.25
2019-01-16,108.64399719238281
2019-01-17,109.03700256347656
2019-01-18,109.15299987792969
2019-01-21,109.66100311279297
2019-01-22,109.66999816894531
2019-01-23,109.3550033569336
2019-01-24,109.49199676513672
2019-01-25,109.59700012207031
2019-01-28,109.4000015258789
2019-01-29,109.25399780273438
2019-01-30,109.41699981689453
2019-01-31,108.98100280761719
2019-02-01,108.84400177001953
2019-02-04,109.43800354003906
2019-02-05,109.96099853515625
2019-02-06,109.94100189208984
2019-02-07,109.9739990234375
2019-02-08,109.75599670410156
2019-02-11,109.80999755859375
2019-02-12,110.4000015258789
2019-02-13,110.51499938964844
2019-02-14,110.9229965209961
2019-02-15,110.53800201416016
2019-02-18,110.56400299072266
2019-02-19,110.59100341796875
2019-02-20,110.5719985961914
2019-02-21,110.76499938964844
2019-02-22,110.70800018310547
2019-02-25,110.77200317382812
2019-02-26,111.0459976196289
2019-02-27,110.55599975585938
2019-02-28,110.86199951171875
2019-03-01,111.35700225830078
2019-03-04,111.93800354003906
2019-03-05,111.7770004272461
2019-03-06,111.86599731445312
2019-03-07,111.62300109863281
2019-03-08,111.63400268554688
2019-03-11,111.08000183105469
2019-03-12,111.34200286865234
2019-03-13,111.30599975585938
2019-03-14,111.19599914550781
2019-03-15,111.75299835205078
2019-03-18,111.56099700927734
2019-03-19,111.37300109863281
2019-03-20,111.4010009765625
2019-03-21,110.66000366210938
2019-03-22,110.80599975585938
2019-03-25,110.08100128173828
2019-03-26,110.06800079345703
2019-03-27,110.55400085449219
2019-03-28,110.48999786376953
2019-03-29,110.63700103759766
2019-03-31,110.99500274658203
2019-04-01,111.45099639892578
2019-04-02,111.30500030517578
2019-04-03,111.3949966430664
2019-04-04,111.65799713134766
2019-04-07,111.71099853515625
2019-04-08,111.45600128173828
2019-04-09,111.1050033569336
2019-04-10,110.98500061035156
2019-04-11,111.62100219726562
2019-04-14,112.02799987792969
2019-04-15,111.94300079345703
2019-04-16,111.99299621582031
2019-04-17,112.03600311279297
2019-04-18,111.98899841308594
2019-04-21,111.91000366210938
2019-04-22,111.92900085449219
2019-04-23,111.87699890136719
2019-04-24,112.12999725341797
2019-04-25,111.53900146484375
2019-04-28,111.59300231933594
2019-04-29,111.677001953125
2019-04-30,111.3949966430664
2019-05-01,111.4520034790039
2019-05-02,111.49500274658203
2019-05-05,110.62300109863281
2019-05-06,110.80500030517578
2019-05-07,110.25700378417969
2019-05-08,110.02799987792969
2019-05-09,109.80699920654297
2019-05-12,109.65399932861328
2019-05-13,109.15399932861328
2019-05-14,109.6709976196289
2019-05-15,109.4749984741211
2019-05-16,109.87100219726562
2019-05-19,110.16000366210938
2019-05-20,110.06999969482422
2019-05-22,110.22100067138672
2019-05-23,109.55799865722656
2019-05-26,109.4010009765625
2019-05-27,109.50900268554688
2019-05-28,109.34600067138672
2019-05-29,109.54199981689453
2019-05-30,109.35700225830078
2019-06-02,108.21199798583984
2019-06-03,108.0270004272461
2019-06-04,108.25399780273438
2019-06-05,108.3280029296875
2019-06-06,108.4540023803711
2019-06-09,108.4489974975586
2019-06-10,108.35900115966797
2019-06-11,108.4739990234375
2019-06-12,108.48799896240234
2019-06-13,108.32099914550781
2019-06-16,108.57599639892578
2019-06-17,108.53900146484375
2019-06-18,108.572998046875
2019-06-19,108.11499786376953
2019-06-20,107.2770004272461
2019-06-23,107.31199645996094
2019-06-24,107.3270034790039
2019-06-25,107.16600036621094
2019-06-26,107.73799896240234
2019-06-27,107.74700164794922
2019-06-30,108.38200378417969
2019-07-01,108.36599731445312
2019-07-02,107.80500030517578
2019-07-03,107.77899932861328
2019-07-04,107.80799865722656
2019-07-07,108.4739990234375
2019-07-08,108.72100067138672
2019-07-09,108.92400360107422
2019-07-10,108.33399963378906
2019-07-11,108.58799743652344
2019-07-14,107.83200073242188
2019-07-15,107.88899993896484
2019-07-16,108.20099639892578
2019-07-17,107.93699645996094
2019-07-18,107.4010009765625
2019-07-21,107.80999755859375
2019-07-22,107.90399932861328
2019-07-23,108.23200225830078
2019-07-24,108.18900299072266
2019-07-25,108.66600036621094
2019-07-28,108.63300323486328
2019-07-29,108.86599731445312
2019-07-30,108.56199645996094
2019-07-31,108.81999969482422
2019-08-01,107.43099975585938
2019-08-04,106.5770034790039
2019-08-05,105.59300231933594
2019-08-06,106.33699798583984
2019-08-07,106.12100219726562
2019-08-08,105.8740005493164
2019-08-11,105.38200378417969
2019-08-12,105.35800170898438
2019-08-13,106.58999633789062
2019-08-14,105.91600036621094
2019-08-15,106.08300018310547
2019-08-18,106.43000030517578
2019-08-19,106.5739974975586
2019-08-20,106.27400207519531
2019-08-21,106.59700012207031
2019-08-22,106.46800231933594
2019-08-25,104.85199737548828
2019-08-26,105.97799682617188
2019-08-27,105.73799896240234
2019-08-28,106.06999969482422
2019-08-29,106.43800354003906
2019-09-01,106.12799835205078
2019-09-02,106.19300079345703
2019-09-03,105.86100006103516
2019-09-04,106.32499694824219
2019-09-05,107.0719985961914
2019-09-08,106.94499969482422
2019-09-09,107.33699798583984
2019-09-10,107.5999984741211
2019-09-11,108.02100372314453
2019-09-12,108.1760025024414
2019-09-15,107.76499938964844
2019-09-16,108.16100311279297
2019-09-17,108.08699798583984
2019-09-18,108.42500305175781
2019-09-19,108.04100036621094
2019-09-22,107.6520004272461
2019-09-23,107.61399841308594
2019-09-24,107.16300201416016
2019-09-25,107.69200134277344
2019-09-26,107.75599670410156
2019-09-29,107.94400024414062
2019-09-30,108.06900024414062
2019-10-01,107.73699951171875
2019-10-02,107.16300201416016
2019-10-03,106.82599639892578
2019-10-06,106.76399993896484
2019-10-07,107.2509994506836
2019-10-08,106.96099853515625
2019-10-09,107.1780014038086
2019-10-10,107.87999725341797
2019-10-13,108.45899963378906
2019-10-14,108.38800048828125
2019-10-15,108.81700134277344
2019-10-16,108.677001953125
2019-10-17,108.58100128173828
2019-10-20,108.40799713134766
2019-10-21,108.60099792480469
2019-10-22,108.48300170898438
2019-10-23,108.64199829101562
2019-10-24,108.60600280761719
2019-10-28,108.73400115966797
2019-10-29,108.96399688720703
2019-10-30,108.8740005493164
2019-10-31,108.78900146484375
2019-11-01,107.99600219726562
2019-11-04,108.22000122070312
2019-11-05,108.69400024414062
2019-11-06,109.14600372314453
2019-11-07,108.91300201416016
2019-11-08,109.27400207519531
2019-11-11,109.22599792480469
2019-11-12,109.04199981689453
2019-11-13,108.99299621582031
2019-11-14,108.7979965209961
2019-11-15,108.49199676513672
2019-11-18,108.6989974975586
2019-11-19,108.66200256347656
2019-11-20,108.44499969482422
2019-11-21,108.47799682617188
2019-11-22,108.58499908447266
2019-11-25,108.7300033569336
2019-11-26,108.99199676513672
2019-11-27,109.09700012207031
2019-11-28,109.36699676513672
2019-11-29,109.51200103759766
2019-12-02,109.53500366210938
2019-12-03,109.02200317382812
2019-12-04,108.65299987792969
2019-12-05,108.83200073242188
2019-12-06,108.73799896240234
2019-12-09,108.62699890136719
2019-12-10,108.58200073242188
2019-12-11,108.76399993896484
2019-12-12,108.54900360107422
2019-12-13,109.41300201416016
2019-12-16,109.4000015258789
2019-12-17,109.57599639892578
2019-12-18,109.51599884033203
2019-12-19,109.5510025024414
2019-12-20,109.38300323486328
2019-12-23,109.4990005493164
2019-12-24,109.38200378417969
2019-12-25,109.38300323486328
2019-12-26,109.36900329589844
2019-12-27,109.54199981689453
2019-12-30,109.4280014038086
2019-12-31,108.87300109863281
2020-01-01,108.68099975585938
2020-01-02,108.71299743652344
2020-01-03,108.54299926757812
2020-01-06,107.96399688720703
2020-01-07,108.40599822998047
2020-01-08,108.01599884033203
2020-01-09,109.03099822998047
2020-01-10,109.50700378417969
2020-01-13,109.56600189208984
2020-01-14,109.99199676513672
2020-01-15,109.85399627685547
2020-01-16,109.88300323486328
2020-01-17,110.17500305175781
2020-01-20,110.18000030517578
2020-01-21,110.1729965209961
2020-01-22,109.90799713134766
2020-01-23,109.72799682617188
2020-01-24,109.552001953125
2020-01-27,108.802001953125
2020-01-28,108.91999816894531
2020-01-29,109.13200378417969
2020-01-30,108.98699951171875
2020-01-31,108.87699890136719
2020-02-03,108.37200164794922
2020-02-04,108.61199951171875
2020-02-05,109.4469985961914
2020-02-06,109.81400299072266
2020-02-07,109.96800231933594
2020-02-10,109.6449966430664
2020-02-11,109.76599884033203
2020-02-12,109.84300231933594
2020-02-13,109.84600067138672
2020-02-14,109.75800323486328
2020-02-17,109.79100036621094
2020-02-18,109.83000183105469
2020-02-19,109.91899871826172
2020-02-20,111.20999908447266
2020-02-21,111.9540023803711
2020-02-24,111.55699920654297
2020-02-25,110.85700225830078
2020-02-26,110.28600311279297
2020-02-27,110.36299896240234
2020-02-28,109.66000366210938
2020-03-02,107.6969985961914
2020-03-03,108.48699951171875
2020-03-04,107.03700256347656
2020-03-05,107.677001953125
2020-03-06,106.24800109863281
